City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,makakilo city,21.3469,-158.0858,27.86,62,0,4.63,US,1670284202
364,itacarambi,-15.1022,-44.0919,20.89,93,91,1.26,BR,1670284205
365,chumikan,54.7183,135.315,-17.4,77,100,10.14,RU,1670284205
366,hit,33.6416,42.8251,13.41,55,0,1.46,IQ,1670284207
367,charters towers,-20.1,146.2667,30.64,32,0,2.44,AU,1670284208
368,cidreira,-30.1811,-50.2056,22.12,90,99,3.85,BR,1670283939
369,bratskoye,43.6536,44.8889,-1.7,86,100,3.55,RU,1670284210
370,riyadh,24.6877,46.7219,20.08,41,44,4.28,SA,1670284194
371,frederikshavn,57.4407,10.5366,2.52,84,100,4.58,DK,1670284212
372,viedma,-40.8135,-62.9967,24.37,52,73,5.82,AR,1670283635
373,grindavik,63.8424,-22.4338,-0.74,100,11,2.06,IS,1670284215
374,tandil,-37.3217,-59.1332,27.6,34,2,5.92,AR,1670284216
375,arlit,18.7369,7.3853,24.76,17,98,2.33,NE,1670284217
376,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,62,75,3.0,RU,1670284219
377,longyearbyen,78.2186,15.6401,-14.09,66,40,9.26,SJ,1670284050
378,isangel,-19.55,169.2667,31.06,74,40,1.54,VU,1670283933
379,urusha,54.05,122.9,-26.29,100,99,0.7,RU,1670284225
380,kloulklubed,7.0419,134.2556,28.05,78,89,5.0,PW,1670284231
381,mahajanga,-15.7167,46.3167,25.01,94,20,1.54,MG,1670284232
382,shymkent,42.3,69.6,-8.67,93,75,0.0,KZ,1670284233
383,dakar,14.6937,-17.4441,25.07,78,0,2.06,SN,1670283954
384,tombouctou,20.0,-3.0,25.57,16,84,1.63,ML,1670284234
385,callaguip,18.0714,120.4867,26.01,78,20,5.66,PH,1670284235
386,gharghoda,22.1667,83.35,13.49,46,1,1.19,IN,1670284235
387,bodden town,19.2833,-81.25,27.0,67,20,6.17,KY,1670284236
388,maputo,-25.9653,32.5892,23.82,83,75,5.81,MZ,1670284236
389,kimovsk,53.9716,38.5319,-9.32,77,89,3.56,RU,1670284237
390,vanavara,60.34,102.2797,-12.2,90,100,5.1,RU,1670284237
391,north adams,42.7009,-73.1087,3.83,46,0,2.68,US,1670284238
392,machiques,10.0644,-72.545,22.87,87,69,2.26,VE,1670284238
393,marienburg,54.0359,19.0266,3.25,89,100,1.93,PL,1670284187
394,mackay,-21.15,149.2,33.16,61,0,2.91,AU,1670284239
395,soddy-daisy,35.2359,-85.1908,9.71,95,100,1.99,US,1670284239
396,tymovskoye,50.8456,142.655,-11.12,82,73,3.63,RU,1670284239
397,acarau,-2.8856,-40.12,26.51,78,20,7.61,BR,1670284240
398,letpadan,17.7833,95.75,21.94,74,86,2.28,MM,1670284240
399,merauke,-8.4667,140.3333,27.95,73,95,4.18,ID,1670284241
400,grafton,42.207,-71.6856,5.43,76,0,2.57,US,1670284241
401,buraydah,26.326,43.975,15.25,74,99,4.86,SA,1670284083
402,mamallapuram,12.6264,80.1722,26.03,80,64,3.98,IN,1670283986
403,nanakuli,21.3906,-158.1547,28.65,56,0,4.63,US,1670284242
404,nioro,13.35,-15.75,23.89,54,47,2.58,GM,1670284242
405,angoche,-16.2325,39.9086,24.74,84,0,4.28,MZ,1670284243
406,maniitsoq,65.4167,-52.9,2.09,88,100,11.61,GL,1670284244
407,pafos,34.7667,32.4167,12.88,71,20,3.6,CY,1670284244
408,sola,-13.8833,167.55,31.37,66,89,0.0,VU,1670284245
409,port hedland,-20.3167,118.5667,32.03,48,89,5.66,AU,1670284048
410,laramie,41.3114,-105.5911,-0.26,63,75,8.75,US,1670284246
411,kismayo,-0.3582,42.5454,26.07,79,14,4.71,SO,1670284111
412,tarakan,3.3,117.6333,26.14,81,91,1.04,ID,1670284246
413,byron bay,-28.65,153.6167,31.51,46,0,1.96,AU,1670284246
414,pangoa,-12.1167,-73.0,20.34,94,78,1.69,PE,1670284247
415,poya,-21.35,165.15,25.39,87,100,1.32,NC,1670284247
416,marzuq,14.4,46.4667,14.69,56,3,1.6,YE,1670284248
417,jishou,28.3167,109.7167,3.17,88,6,0.33,CN,1670284055
418,ocala,29.1872,-82.1401,21.12,73,75,0.0,US,1670283994
419,shache,38.4167,77.2406,-6.47,42,8,0.37,CN,1670284248
420,kokopo,-4.352,152.2633,28.62,67,79,1.39,PG,1670284249
421,broken hill,-31.95,141.4333,21.72,30,72,3.34,AU,1670284249
422,kenai,60.5544,-151.2583,-2.7,95,100,3.6,US,1670284249
423,antalaha,-14.9003,50.2788,22.44,82,35,3.4,MG,1670284250
424,nyrob,60.733,56.7202,-16.45,98,98,1.62,RU,1670284251
425,kuminskiy,58.6667,66.5667,-20.42,99,98,1.39,RU,1670284251
426,suruc,36.9761,38.425,10.08,70,15,1.02,TR,1670284251
427,launceston,-41.45,147.1667,15.34,54,75,10.29,AU,1670284208
428,haapsalu,58.9431,23.5414,-2.23,89,100,4.55,EE,1670284252
429,kaltasy,55.9693,54.8032,-22.15,100,81,0.77,RU,1670284252
430,dandong,40.1292,124.3947,-7.83,74,6,1.09,CN,1670284253
431,magistralnyy,56.1725,107.4458,-11.97,83,100,4.39,RU,1670284253
432,narasannapeta,18.4167,84.05,18.75,80,34,2.26,IN,1670284254
433,coihaique,-45.5752,-72.0662,12.97,50,40,4.12,CL,1670283746
434,teguise,29.0605,-13.564,15.12,88,20,2.57,ES,1670284254
435,bahia blanca,-38.7196,-62.2724,26.83,55,20,9.26,AR,1670284065
436,wabag,-5.4781,143.7021,15.76,93,100,1.19,PG,1670284255
437,nishihara,26.1842,127.7558,18.6,91,100,8.23,JP,1670284255
438,benalla,-36.55,145.9833,19.92,46,2,0.64,AU,1670284256
439,sao joao da barra,-21.6403,-41.0511,25.05,85,92,9.45,BR,1670284109
440,toyohashi,34.7667,137.3833,10.53,61,34,5.92,JP,1670284256
441,vyshestebliyevskaya,45.1961,37.0181,-1.77,79,22,11.44,RU,1670284257
442,brigantine,39.4101,-74.3646,5.57,75,0,0.0,US,1670283994
443,dongying,37.4564,118.4856,-1.04,35,0,1.98,CN,1670284257
444,kottagudem,17.55,80.6333,17.95,87,82,0.74,IN,1670284258
445,meybod,32.2501,54.0166,4.01,57,14,4.32,IR,1670284258
446,jalu,29.0331,21.5482,16.85,37,4,3.74,LY,1670283897
447,moyale,3.5167,39.0584,19.27,60,99,1.32,KE,1670284258
448,upington,-28.4478,21.2561,18.21,27,0,2.57,ZA,1670284259
449,fort nelson,58.8053,-122.7002,-22.23,73,20,2.06,CA,1670284259
450,miri,4.4148,114.0089,26.76,94,20,1.03,MY,1670284260
451,muhos,64.808,25.9931,-1.73,95,100,5.43,FI,1670284260
452,develi,38.3906,35.4922,-3.36,84,9,0.28,TR,1670284260
453,itarema,-2.9248,-39.9167,26.4,78,35,7.3,BR,1670284091
454,havre,49.5833,0.3333,1.87,93,87,2.06,FR,1670284261
455,maldonado,-34.6667,-54.9167,24.66,68,0,3.81,UY,1670284262
456,nenjiang,49.1833,125.2167,-15.2,88,84,3.31,CN,1670284262
457,bac lieu,9.285,105.7244,26.09,87,98,5.78,VN,1670284204
458,trelew,-43.249,-65.3051,26.5,22,82,10.31,AR,1670284002
459,molteno,-31.3968,26.3625,7.75,85,28,2.63,ZA,1670284263
460,dhidhdhoo,6.8833,73.1,27.09,77,99,5.71,MV,1670284263
461,chone,-0.6833,-80.1,24.59,72,37,3.96,EC,1670284263
462,scandiano,44.5965,10.6907,11.17,91,72,1.34,IT,1670284264
463,belmonte,-15.8631,-38.8828,23.21,86,100,2.67,BR,1670284070
464,billings,45.7833,-108.5007,-2.13,80,40,6.17,US,1670284170
465,olafsvik,64.8945,-23.7142,4.08,73,23,0.88,IS,1670284265
466,san quintin,30.4833,-115.95,16.8,69,0,8.92,MX,1670284265
467,orotukan,62.2667,151.7,-39.86,99,32,2.37,RU,1670284266
468,cruzeiro do oeste,-23.785,-53.0733,21.82,92,65,1.37,BR,1670284266
469,bilma,18.6853,12.9164,22.33,20,18,1.99,NE,1670284267
470,sinjar,36.3209,41.8754,10.96,68,78,0.72,IQ,1670284267
471,port lincoln,-34.7333,135.8667,16.9,65,100,5.01,AU,1670284267
472,tottori,35.5,134.2333,8.04,57,75,4.12,JP,1670284209
473,cabadiangan,9.7531,122.4739,26.93,82,52,3.13,PH,1670284268
474,wagar,16.1525,36.2032,22.95,71,0,5.88,SD,1670284120
475,moron,-34.6534,-58.6198,28.92,72,0,4.28,AR,1670284269
476,mwinilunga,-11.7358,24.4293,16.15,92,100,1.56,ZM,1670284269
477,dezhou,37.4486,116.2925,-1.83,44,0,1.45,CN,1670284269
478,nakamura,32.9833,132.9333,9.1,73,2,3.42,JP,1670284270
479,pemangkat,1.1667,108.9667,25.55,86,66,1.84,ID,1670284270
480,kazachinskoye,57.6953,93.2761,-15.71,92,100,4.29,RU,1670284271
481,upata,8.0086,-62.3989,24.55,97,48,1.66,VE,1670284271
482,donja dubica,45.075,18.4114,7.0,89,56,1.75,BA,1670284271
483,naze,28.3667,129.4833,15.51,66,97,7.6,JP,1670283878
484,pangai,-19.8,-174.35,29.06,65,40,2.06,TO,1670284272
485,sao sebastiao,-23.76,-45.4097,23.02,95,100,3.41,BR,1670284272
486,salinas,36.6777,-121.6555,15.46,70,100,3.09,US,1670284273
487,kondinskoye,59.6481,67.41,-19.7,99,99,2.0,RU,1670284273
488,riachao das neves,-11.7461,-44.91,20.18,96,72,1.01,BR,1670284274
489,emba,48.8264,58.1442,-11.64,96,98,2.25,KZ,1670284274
490,paamiut,61.994,-49.6678,3.33,77,100,15.65,GL,1670284082
491,vancouver,49.2497,-123.1193,3.19,87,75,1.54,CA,1670284020
492,shibetsu,43.659,145.132,-4.61,74,20,1.54,JP,1670284275
493,ramanagaram,12.7167,77.3,18.31,96,47,2.77,IN,1670284275
494,kununurra,-15.7667,128.7333,30.99,74,40,3.09,AU,1670284276
495,saint-augustin,51.226,-58.6502,-6.19,87,7,0.78,CA,1670284276
496,kaabong,3.4836,34.1492,18.89,60,47,3.48,UG,1670284277
497,leh,34.1667,77.5833,-8.71,52,66,0.84,IN,1670284277
498,mnogovershinnyy,53.9353,139.9242,-19.73,94,83,2.87,RU,1670284277
499,bozdar,27.1828,68.636,17.64,30,0,1.84,PK,1670284278
500,scarborough,54.2797,-0.4044,5.51,85,96,0.89,GB,1670284173
501,nuuk,64.1835,-51.7216,3.35,72,100,12.89,GL,1670284278
502,kaitong,44.8135,123.15,-11.69,50,0,6.41,CN,1670284279
503,arrecife,28.963,-13.5477,16.99,88,20,2.57,ES,1670284279
504,sao felix do xingu,-6.6447,-51.995,21.96,97,87,0.41,BR,1670284280
505,west monroe,32.5185,-92.1476,23.0,81,75,2.57,US,1670284224
506,puri,19.8,85.85,17.29,55,1,3.6,IN,1670283984
507,carlsbad,33.1581,-117.3506,17.16,71,40,4.92,US,1670284077
508,oranjemund,-28.55,16.4333,15.79,84,89,6.81,NA,1670284281
509,xingcheng,40.6167,120.7167,-4.59,32,8,3.99,CN,1670284281
510,gizo,-8.103,156.8419,29.0,70,100,4.26,SB,1670284282
511,maxixe,-23.8597,35.3472,24.77,90,96,1.96,MZ,1670284282
512,buala,-8.145,159.5921,28.85,74,99,3.02,SB,1670284022
513,teya,60.3778,92.6267,-17.71,97,100,2.47,RU,1670284283
514,ratnagiri,16.9833,73.3,24.93,61,40,2.6,IN,1670284283
515,birao,10.2849,22.7882,20.87,27,100,3.41,CF,1670284284
516,udachnyy,66.4167,112.4,-26.42,75,100,2.69,RU,1670283961
517,skowhegan,44.7651,-69.7192,4.76,86,61,2.08,US,1670284044
518,namatanai,-3.6667,152.4333,28.55,73,87,2.68,PG,1670284284
519,nhulunbuy,-12.2333,136.7667,32.34,51,40,6.17,AU,1670284285
520,tonj,7.2737,28.6822,25.58,39,27,2.21,SS,1670284285
521,hovd,48.0056,91.6419,-16.84,79,5,1.93,MN,1670284286
522,orange,33.7,-117.7675,17.49,63,83,2.24,US,1670284094
523,shu,43.5983,73.7614,-5.95,95,91,1.11,KZ,1670284286
524,port augusta,-32.5,137.7667,24.5,31,100,1.09,AU,1670284058
525,three hills,51.7001,-113.2686,-14.34,85,100,5.66,CA,1670284287
526,vestmannaeyjar,63.4427,-20.2734,4.0,68,33,2.19,IS,1670284038
527,thinadhoo,0.5333,72.9333,27.24,75,98,3.19,MV,1670284173
528,villarrica,-25.75,-56.4333,25.09,65,62,1.82,PY,1670284288
529,mackenzie,55.2999,-123.1698,-10.88,79,100,0.0,CA,1670283918
530,faanui,-16.4833,-151.75,26.55,76,84,7.41,PF,1670284098
531,synya,65.3718,58.0387,-14.05,93,94,4.84,RU,1670284289
532,palmer,42.1584,-72.3287,4.72,76,75,2.06,US,1670284289
533,cozumel,20.5083,-86.9458,27.04,77,75,6.26,MX,1670284231
534,miandrivazo,-19.5167,45.4667,24.96,77,33,0.5,MG,1670284072
535,mitchell,43.7094,-98.0298,-3.01,74,100,5.66,US,1670284290
536,pinehurst,35.1954,-79.4695,9.61,66,100,0.0,US,1670284290
537,gribanovskiy,51.4579,41.9764,-9.13,55,5,1.94,RU,1670284291
538,sinegorye,62.0788,150.477,-37.55,89,12,1.64,RU,1670284291
539,lavrentiya,65.5833,-171.0,-1.31,88,100,14.24,RU,1670284162
540,mansfield,53.1333,-1.2,5.11,94,92,0.45,GB,1670284137
541,ajdabiya,30.7554,20.2263,17.09,42,66,4.54,LY,1670284292
542,samandag,36.0842,35.9771,14.57,68,36,2.17,TR,1670284292
543,nelson bay,-32.7167,152.15,22.22,75,78,4.92,AU,1670284293
544,khasan,42.4308,130.6434,-4.73,44,0,5.09,RU,1670284210
545,astara,38.5,48.6667,-0.61,97,100,0.63,AZ,1670284293
546,ulety,51.3572,112.4849,-10.36,72,100,10.08,RU,1670284294
547,bud,39.447,-86.1758,7.04,66,100,3.04,US,1670283893
548,coahuayana,18.7333,-103.6833,26.42,77,1,1.63,MX,1670284294
549,simbahan,6.3032,120.5836,27.46,77,86,2.9,PH,1670284294
550,sinor,21.9167,73.3333,21.0,64,4,2.06,IN,1670284295
551,malmo,55.6059,13.0007,2.93,95,100,4.04,SE,1670284295
552,staroye drozhzhanoye,54.7266,47.5677,-18.12,93,42,1.64,RU,1670284296
553,batsfjord,70.6345,29.7185,0.96,93,75,9.77,NO,1670284296
554,chermoz,58.787,56.1489,-14.93,97,86,2.31,RU,1670284297
555,dongsheng,39.8161,109.9776,-10.13,48,2,2.29,CN,1670284297
556,regina,50.4501,-104.6178,-19.42,73,75,2.57,CA,1670284150
557,campbell river,50.0163,-125.2446,2.37,100,100,0.0,CA,1670284231
558,ulaangom,49.9811,92.0667,-27.4,90,27,1.13,MN,1670284298
559,frederick,39.4668,-77.3997,6.18,66,17,0.45,US,1670284050
560,srednekolymsk,67.45,153.6833,-32.97,97,100,1.31,RU,1670284299
561,harper,4.375,-7.7169,25.67,86,72,3.36,LR,1670284164
562,columbus,39.9612,-82.9988,8.29,47,75,3.6,US,1670284106
563,viota,4.4371,-74.5216,20.94,92,44,1.67,CO,1670284299
564,chaozhou,23.6651,116.6379,12.92,70,100,2.18,CN,1670284300
565,mokhsogollokh,61.4681,128.9203,-24.37,96,100,1.95,RU,1670284300
566,tolaga bay,-38.3667,178.3,23.97,41,72,0.23,NZ,1670284301
567,tahe,52.3333,124.7333,-22.08,98,96,1.33,CN,1670284301
568,hobyo,5.3505,48.5268,25.83,84,100,7.63,SO,1670284301
569,bilibino,68.0546,166.4372,-21.21,73,100,2.81,RU,1670284218
570,masyaf,35.0653,36.3406,10.67,75,0,0.8,SY,1670284302
571,emerald,-23.5333,148.1667,29.63,51,0,4.02,AU,1670284129
572,bloemfontein,-29.1211,26.214,10.71,76,35,3.09,ZA,1670284303
573,salay,8.8592,124.7892,24.96,72,82,1.69,PH,1670284303
574,tomino,41.9877,-8.755,12.88,84,100,1.29,ES,1670284304
575,bacolod,10.6667,122.95,27.19,78,59,4.71,PH,1670284304
576,te anau,-45.4167,167.7167,9.98,92,100,1.6,NZ,1670284305
577,evensk,61.95,159.2333,-18.42,93,92,2.92,RU,1670284305
578,muisne,0.6,-80.0333,23.48,81,31,1.78,EC,1670283958
579,linxia,35.6003,103.2064,-3.66,58,48,1.1,CN,1670283917
580,tigre,-34.426,-58.5796,28.36,69,0,5.14,AR,1670284306
